□	□□□	□	□	□
𣸜	𣸜氵盼水	水	水	氵盼
𣸝	𣸝氵羽水	水	水	氵羽
𣸞	𣸞平水水	水	水	平水
𣸟	𣸟氵列水	水	水	氵列
𣸠	𣸠氵列水	水	水	氵列
𣸡	𣸡氵米水	水	水	氵米
𣸢	𣸢氵必水	水	水	氵必
𣸣	𣸣氵贲水	水	水	氵贲
𣸤	𣸤氵方水	水	水	氵方
𣸥	𣸥氵彦水	水	水	氵彦
𣸦	𣸦氵女水	水	水	氵女
𣸧	𣸧氵大水	水	水	氵大
𣸨	𣸨氵荧水	水	水	氵荧
𣸩	𣸩氵盾水	水	水	氵盾
𣸪	𣸪氵复水	水	水	氵复
𣸫	𣸫氵垒水	水	水	氵垒
𣸬	𣸬氵昭水	水	水	氵昭
𣸭	𣸭氵立水	水	水	氵立
𣸮	𣸮氵云水	水	水	氵云
𣸯	𣸯氵子水	水	水	氵子
𣸰	𣸰氵吕水	水	水	氵吕
𣸱	𣸱氵苑水	水	水	氵苑
𣸲	𣸲氵契水	水	水	氵契
𣸳	𣸳氵衣水	水	水	氵衣
𣸴	𣸴氵九水	水	水	氵九
𣸵	𣸵氵威水	水	水	氵威
𣸶	𣸶氵残水	水	水	氵残
𣸷	𣸷氵水水	水	水	氵水
𣸸	𣸸氵氺水	水	水	氵氺
𣸹	𣸹氵屏水	水	水	氵屏
𣸺	𣸺氵木水	水	水	氵木
𣸻	𣸻氵茂水	水	水	氵茂
𣸼	𣸼氵日水	水	水	氵日
𣸽	𣸽氵十水	水	水	氵十
𣸾	𣸾氵点水	水	水	氵点
𣸿	𣸿氵兄水	水	水	氵兄
𣹀	𣹀氵月水	水	水	氵月
𣹁	𣹁泊分水	水	水	泊分
𣹂	𣹂氵段水	水	水	氵段
𣹃	𣹃氵皿水	水	水	氵皿
𣹄	𣹄氵用水	水	水	氵用
𣹅	𣹅前水水	水	水	前水
𣹆	𣹆氵皿水	水	水	氵皿
𣹇	𣹇沙可水	水	水	沙可
𣹈	𣹈氵白水	水	水	氵白
𣹉	𣹉氵皿水	水	水	氵皿
𣹊	𣹊氵彡水	水	水	氵彡
𣹋	𣹋氵鳬水	水	水	氵鳬
𣹌	𣹌氵禾水	水	水	氵禾
𣹍	𣹍氵囱水	水	水	氵囱
𣹎	𣹎氵八水	水	水	氵八
𣹏	𣹏氵子水	水	水	氵子
𣹐	𣹐氵妟水	水	水	氵妟
𣹑	𣹑氵虽水	水	水	氵虽
𣹒	𣹒氵田水	水	水	氵田
𣹓	𣹓氵苔水	水	水	氵苔
𣹔	𣹔氵迥水	水	水	氵迥
𣹕	𣹕氵律水	水	水	氵律
𣹖	𣹖氵殂水	水	水	氵殂
𣹗	𣹗氵珍水	水	水	氵珍
𣹘	𣹘氵待水	水	水	氵待
𣹙	𣹙氵郁水	水	水	氵郁
𣹚	𣹚氵廾水	水	水	氵廾
𣹛	𣹛水皇水	水	水	水皇
𣹜	𣹜氵即水	水	水	氵即
𣹝	𣹝氵肖水	水	水	氵肖
𣹞	𣹞氵冢水	水	水	氵冢
𣹟	𣹟氵貢水	水	水	氵貢
𣹠	𣹠氵冤水	水	水	氵冤
𣹡	𣹡氵耆水	水	水	氵耆
𣹢	𣹢氵干水	水	水	氵干
𣹣	𣹣氵止水	水	水	氵止
𣹤	𣹤氵手水	水	水	氵手
𣹥	𣹥氵倩水	水	水	氵倩
𣹦	𣹦氵??水	水	水	氵??
𣹧	𣹧氵窄水	水	水	氵窄
𣹨	𣹨氵刂水	水	水	氵刂
𣹩	𣹩氵脅水	水	水	氵脅
𣹪	𣹪氵毛水	水	水	氵毛
𣹫	𣹫氵庫水	水	水	氵庫
𣹬	𣹬殼水水	水	水	殼水
𣹭	𣹭?水水	水	水	?水
𣹮	𣹮氵比水	水	水	氵比
𣹯	𣹯氵兮水	水	水	氵兮
𣹰	𣹰氵又水	水	水	氵又
𣹱	𣹱氵欠水	水	水	氵欠
𣹲	𣹲氵辛水	水	水	氵辛
𣹳	𣹳水?水	水	水	水?
𣹴	𣹴氵目水	水	水	氵目
𣹵	𣹵氵耳水	水	水	氵耳
𣹶	𣹶氵夂水	水	水	氵夂
𣹷	𣹷氵巾水	水	水	氵巾
𣹸	𣹸氵水	水	水	氵
𣹹	𣹹戊三水	水	水	戊三
𣹺	𣹺氵水水	水	水	氵水
𣹻	𣹻白泉水	水	水	白泉
𣹼	𣹼氵冄水	水	水	氵冄
𣹽	𣹽氵王水	水	水	氵王
𣹾	𣹾氵十水	水	水	氵十
𣹿	𣹿氵方水	水	水	氵方
𣺀	𣺀氵夕水	水	水	氵夕
𣺁	𣺁氵月水	水	水	氵月
𣺂	𣺂氵晏水	水	水	氵晏
𣺃	𣺃氵月水	水	水	氵月
𣺄	𣺄氵立水	水	水	氵立
𣺅	𣺅氵勿水	水	水	氵勿
𣺆	𣺆氵廾水	水	水	氵廾
𣺇	𣺇氵甘水	水	水	氵甘
𣺈	𣺈氵倚水	水	水	氵倚
𣺉	𣺉氵林水	水	水	氵林
𣺊	𣺊氵家水	水	水	氵家
𣺋	𣺋氵西水	水	水	氵西
𣺌	𣺌氵少水	水	水	氵少
𣺍	𣺍氵癸水	水	水	氵癸
𣺎	𣺎氵又水	水	水	氵又
𣺏	𣺏氵?水	水	水	氵?
𣺐	𣺐氵失水	水	水	氵失
𣺑	𣺑氵山水	水	水	氵山
𣺒	𣺒氵衣水	水	水	氵衣
𣺓	𣺓氵只水	水	水	氵只
𣺔	𣺔氵豆水	水	水	氵豆
𣺕	𣺕氵軒水	水	水	氵軒
𣺖	𣺖氵恭水	水	水	氵恭
𣺗	𣺗氵火水	水	水	氵火
𣺘	𣺘氵甫水	水	水	氵甫
𣺙	𣺙氵共水	水	水	氵共
𣺚	𣺚氵辰水	水	水	氵辰
𣺛	𣺛氵夅水	水	水	氵夅
𣺜	𣺜氵丞水	水	水	氵丞
𣺝	𣺝氵幺水	水	水	氵幺
𣺞	𣺞氵草水	水	水	氵草
𣺟	𣺟氵羽水	水	水	氵羽
𣺠	𣺠氵才水	水	水	氵才
𣺡	𣺡氵土水	水	水	氵土
𣺢	𣺢氵条水	水	水	氵条
𣺣	𣺣氵邑水	水	水	氵邑
𣺤	𣺤氵刂水	水	水	氵刂
𣺥	𣺥氵芻水	水	水	氵芻
𣺦	𣺦氵隻水	水	水	氵隻
𣺧	𣺧氵山水	水	水	氵山
𣺨	𣺨氵王水	水	水	氵王
𣺩	𣺩朔水水	水	水	朔水
𣺪	𣺪水員水	水	水	水員
𣺫	𣺫氵修水	水	水	氵修
𣺬	𣺬氵荒水	水	水	氵荒
𣺭	𣺭氵丙水	水	水	氵丙
𣺮	𣺮氵套水	水	水	氵套
𣺯	𣺯氵亚水	水	水	氵亚
𣺰	𣺰氵哨水	水	水	氵哨
𣺱	𣺱氵笋水	水	水	氵笋
𣺲	𣺲氵殳水	水	水	氵殳
𣺳	𣺳氵刂水	水	水	氵刂
𣺴	𣺴氵二水	水	水	氵二
𣺵	𣺵氵彖水	水	水	氵彖
𣺶	𣺶牙水水	水	水	牙水
𣺷	𣺷氵月水	水	水	氵月
𣺸	𣺸氵火水	水	水	氵火
𣺹	𣺹氵展水	水	水	氵展
𣺺	𣺺氵徒水	水	水	氵徒
𣺻	𣺻氵盎水	水	水	氵盎
𣺼	𣺼氵党水	水	水	氵党
𣺽	𣺽氵罢水	水	水	氵罢
𣺾	𣺾氵茹水	水	水	氵茹
𣺿	𣺿氵夆水	水	水	氵夆
𣻀	𣻀氵納水	水	水	氵納
𣻁	𣻁氵針水	水	水	氵針
𣻂	𣻂氵哲水	水	水	氵哲
𣻃	𣻃氵倍水	水	水	氵倍
𣻄	𣻄氵徐水	水	水	氵徐
𣻅	𣻅吉沙水	水	水	吉沙
𣻆	𣻆氵孫水	水	水	氵孫
𣻇	𣻇氵退水	水	水	氵退
𣻈	𣻈氵俸水	水	水	氵俸
𣻉	𣻉氵帶水	水	水	氵帶
𣻊	𣻊牙水水	水	水	牙水
𣻋	𣻋氵又水	水	水	氵又
𣻌	𣻌氵水水	水	水	氵水
𣻍	𣻍氵与水	水	水	氵与
𣻎	𣻎氵寇水	水	水	氵寇
𣻏	𣻏氵梟水	水	水	氵梟
𣻐	𣻐氵且水	水	水	氵且
𣻑	𣻑氵殺水	水	水	氵殺
𣻒	𣻒氵令水	水	水	氵令
𣻓	𣻓氵生水	水	水	氵生
𣻔	𣻔氵灭水	水	水	氵灭
𣻕	𣻕氵麻水	水	水	氵麻
𣻖	𣻖氵免水	水	水	氵免
𣻗	𣻗氵移水	水	水	氵移
𣻘	𣻘氵梢水	水	水	氵梢
𣻙	𣻙氵品水	水	水	氵品
𣻚	𣻚氵術水	水	水	氵術
𣻛	𣻛氵舂水	水	水	氵舂
𣻜	𣻜氵符水	水	水	氵符
𣻝	𣻝氵?水	水	水	氵?
𣻞	𣻞氵寺水	水	水	氵寺
𣻟	𣻟氵臣水	水	水	氵臣
𣻠	𣻠氵斜水	水	水	氵斜
𣻡	𣻡氵良水	水	水	氵良
𣻢	𣻢氵通水	水	水	氵通
𣻣	𣻣水步水	水	水	水步
𣻤	𣻤水?水	水	水	水?
𣻥	𣻥氵日水	水	水	氵日
𣻦	𣻦氵酉水	水	水	氵酉
𣻧	𣻧氵念水	水	水	氵念
𣻨	𣻨氵水水	水	水	氵水
𣻩	𣻩氵阝水	水	水	氵阝
𣻪	𣻪氵赦水	水	水	氵赦
𣻫	𣻫氵羽水	水	水	氵羽
𣻬	𣻬氵米水	水	水	氵米
𣻭	𣻭氵皿水	水	水	氵皿
𣻮	𣻮泉出水	水	水	泉出
𣻯	𣻯頃水水	水	水	頃水
𣻰	𣻰氵惟水	水	水	氵惟
𣻱	𣻱氵旦水	水	水	氵旦
𣻲	𣻲氵回水	水	水	氵回
𣻳	𣻳氵頃水	水	水	氵頃
𣻴	𣻴氵衣水	水	水	氵衣
𣻵	𣻵氵品水	水	水	氵品
𣻶	𣻶氵土水	水	水	氵土
𣻷	𣻷氵尉水	水	水	氵尉
𣻸	𣻸氵常水	水	水	氵常
𣻹	𣻹氵堅水	水	水	氵堅
𣻺	𣻺氵基水	水	水	氵基
𣻻	𣻻氵完水	水	水	氵完
𣻼	𣻼氵毫水	水	水	氵毫
𣻽	𣻽氵脛水	水	水	氵脛
𣻾	𣻾涅少水	水	水	涅少
𣻿	𣻿氵辛水	水	水	氵辛
𣼀	𣼀氵彡水	水	水	氵彡
𣼁	𣼁洋永水	水	水	洋永
𣼂	𣼂氵目水	水	水	氵目
𣼃	𣼃氵禾水	水	水	氵禾
𣼄	𣼄氵厷水	水	水	氵厷
𣼅	𣼅氵木水	水	水	氵木
𣼆	𣼆氵木水	水	水	氵木
𣼇	𣼇氵函水	水	水	氵函
𣼈	𣼈氵蛋水	水	水	氵蛋
𣼉	𣼉氵刂水	水	水	氵刂
𣼊	𣼊氵麥水	水	水	氵麥
𣼋	𣼋氵欠水	水	水	氵欠
𣼌	𣼌氵月水	水	水	氵月
𣼍	𣼍氵崙水	水	水	氵崙
𣼎	𣼎氵雀水	水	水	氵雀
𣼏	𣼏氵了水	水	水	氵了
𣼐	𣼐氵閆水	水	水	氵閆
𣼑	𣼑氵呆水	水	水	氵呆
𣼒	𣼒氵系水	水	水	氵系
𣼓	𣼓氵小水	水	水	氵小
𣼔	𣼔氵孚水	水	水	氵孚
𣼕	𣼕氵合水	水	水	氵合
𣼖	𣼖氵梨水	水	水	氵梨
𣼗	𣼗氵冥水	水	水	氵冥
𣼘	𣼘殸水水	水	水	殸水
𣼙	𣼙白水彐	彐	彐	白水
𣼚	𣼚氵冉水	水	水	氵冉
𣼛	𣼛氵?水	水	水	氵?
𣼜	𣼜氵大水	水	水	氵大
𣼝	𣼝氵木水	水	水	氵木
𣼞	𣼞氵品水	水	水	氵品
𣼟	𣼟氵水水	水	水	氵水
𣼠	𣼠氵几水	水	水	氵几
𣼡	𣼡氵巾水	水	水	氵巾
𣼢	𣼢氵令水	水	水	氵令
𣼣	𣼣氵屚水	水	水	氵屚
𣼤	𣼤氵石水	水	水	氵石
𣼥	𣼥氵壯水	水	水	氵壯
𣼦	𣼦氵日水	水	水	氵日
𣼧	𣼧氵率水	水	水	氵率
𣼨	𣼨氵廾水	水	水	氵廾
𣼩	𣼩氵陰水	水	水	氵陰
𣼪	𣼪八減水	水	水	八減
𣼫	𣼫氵野水	水	水	氵野
𣼬	𣼬氵折水	水	水	氵折
𣼭	𣼭氵堆水	水	水	氵堆
𣼮	𣼮氵匙水	水	水	氵匙
𣼯	𣼯氵培水	水	水	氵培
𣼰	𣼰氵心水	水	水	氵心
𣼱	𣼱氵偶水	水	水	氵偶
𣼲	𣼲氵唯水	水	水	氵唯
𣼳	𣼳氵執水	水	水	氵執
𣼴	𣼴氵軟水	水	水	氵軟
𣼵	𣼵氵莉水	水	水	氵莉
𣼶	𣼶氵問水	水	水	氵問
𣼷	𣼷氵勒水	水	水	氵勒
𣼸	𣼸氵戈水	水	水	氵戈
𣼹	𣼹氵眼水	水	水	氵眼
𣼺	𣼺氵傻音水	水	水	氵傻音
𣼻	𣼻氵于水	水	水	氵于
𣼼	𣼼氵陳水	水	水	氵陳
𣼽	𣼽氵朗水	水	水	氵朗
𣼾	𣼾氵聊水	水	水	氵聊
𣼿	𣼿亠每水	水	水	亠每
𣽀	𣽀氵介水	水	水	氵介
𣽁	𣽁氵四水	水	水	氵四
𣽂	𣽂氵片水	水	水	氵片
𣽃	𣽃氵口水	水	水	氵口
𣽄	𣽄氵刂水	水	水	氵刂
𣽅	𣽅氵舌水	水	水	氵舌
𣽆	𣽆氵筑水	水	水	氵筑
𣽇	𣽇氵取水	水	水	氵取
𣽈	𣽈氵而水	水	水	氵而
𣽉	𣽉氵灬水	水	水	氵灬
𣽊	𣽊氵谷水	水	水	氵谷
𣽋	𣽋氵告水	水	水	氵告
𣽌	𣽌氵欠水	水	水	氵欠
𣽍	𣽍氵乀水	水	水	氵乀
𣽎	𣽎氵十水	水	水	氵十
𣽏	𣽏氵惡水	水	水	氵惡
𣽐	𣽐氵干水	水	水	氵干
𣽑	𣽑氵奔水	水	水	氵奔
𣽒	𣽒氵貝水	水	水	氵貝
𣽓	𣽓氵水	水	水	氵
𣽔	𣽔氵土水	水	水	氵土
𣽕	𣽕氵厶水	水	水	氵厶
𣽖	𣽖氵戔水	水	水	氵戔
𣽗	𣽗氵琢水	水	水	氵琢
𣽘	𣽘氵桀水	水	水	氵桀
𣽙	𣽙氵灬水	水	水	氵灬
𣽚	𣽚氵戈水	水	水	氵戈
𣽛	𣽛氵答水	水	水	氵答
𣽜	𣽜氵矢水	水	水	氵矢
𣽝	𣽝氵風水	水	水	氵風
𣽞	𣽞氵咎水	水	水	氵咎
𣽟	𣽟氵款水	水	水	氵款
𣽠	𣽠氵攴水	水	水	氵攴
𣽡	𣽡氵博水	水	水	氵博
𣽢	𣽢氵口水	水	水	氵口
𣽣	𣽣氵共水	水	水	氵共
𣽤	𣽤氵策水	水	水	氵策
𣽥	𣽥氵頁水	水	水	氵頁
𣽦	𣽦氵女水	水	水	氵女
𣽧	𣽧氵侵水	水	水	氵侵
𣽨	𣽨舟水水	水	水	舟水
𣽩	𣽩氵?水	水	水	氵?
𣽪	𣽪氵眉水	水	水	氵眉
𣽫	𣽫氵心水	水	水	氵心
𣽬	𣽬氵寒水	水	水	氵寒
𣽭	𣽭氵皿水	水	水	氵皿
𣽮	𣽮氵?水	水	水	氵?
𣽯	𣽯氵冉水	水	水	氵冉
𣽰	𣽰氵舌水	水	水	氵舌
𣽱	𣽱氵月水	水	水	氵月
𣽲	𣽲氵牽水	水	水	氵牽
𣽳	𣽳氵几水	水	水	氵几
𣽴	𣽴氵胃水	水	水	氵胃
𣽵	𣽵氵本水	水	水	氵本
𣽶	𣽶氵出水	水	水	氵出
𣽷	𣽷氵赐水	水	水	氵赐
𣽸	𣽸氵窖水	水	水	氵窖
𣽹	𣽹氵甯水	水	水	氵甯
𣽺	𣽺氵亏水	水	水	氵亏
𣽻	𣽻氵畏水	水	水	氵畏
𣽼	𣽼氵犬水	水	水	氵犬
𣽽	𣽽氵月水	水	水	氵月
𣽾	𣽾氵見水	水	水	氵見
𣽿	𣽿氵程水	水	水	氵程
𣾀	𣾀氵隹水	水	水	氵隹
𣾁	𣾁氵其水	水	水	氵其
𣾂	𣾂氵皆水	水	水	氵皆
𣾃	𣾃減兀水	水	水	減兀
𣾄	𣾄氵从水	水	水	氵从
𣾅	𣾅氵刂水	水	水	氵刂
𣾆	𣾆氵右水	水	水	氵右
𣾇	𣾇氵奠水	水	水	氵奠
𣾈	𣾈氵皿水	水	水	氵皿
𣾉	𣾉氵眉水	水	水	氵眉
𣾊	𣾊氵元水	水	水	氵元
𣾋	𣾋氵辰水	水	水	氵辰
𣾌	𣾌氵羊水	水	水	氵羊
𣾍	𣾍氵联水	水	水	氵联
𣾎	𣾎氵灬水	水	水	氵灬
𣾏	𣾏氵奇水	水	水	氵奇
𣾐	𣾐氵椅水	水	水	氵椅
𣾑	𣾑氵堇水	水	水	氵堇
𣾒	𣾒氵吴水	水	水	氵吴
𣾓	𣾓氵喪水	水	水	氵喪
𣾔	𣾔氵琴水	水	水	氵琴
𣾕	𣾕氵水水	水	水	氵水
𣾖	𣾖氵夕水	水	水	氵夕
𣾗	𣾗氵力水	水	水	氵力
𣾘	𣾘氵奔水	水	水	氵奔
𣾙	𣾙冰雨水	水	水	冰雨
𣾚	𣾚氵凱水	水	水	氵凱
𣾛	𣾛氵亟水	水	水	氵亟
𣾜	𣾜氵淼水	水	水	氵淼
𣾝	𣾝氵日水	水	水	氵日
𣾞	𣾞氵豕水	水	水	氵豕
𣾟	𣾟氵固水	水	水	氵固
𣾠	𣾠氵欽水	水	水	氵欽
𣾡	𣾡氵雨水	水	水	氵雨
𣾢	𣾢上頁水	水	水	上頁
𣾣	𣾣氵干水	水	水	氵干
𣾤	𣾤氵灬水	水	水	氵灬
𣾥	𣾥氵刀水	水	水	氵刀
𣾦	𣾦氵掌水	水	水	氵掌
𣾧	𣾧氵子水	水	水	氵子
𣾨	𣾨氵目水	水	水	氵目
𣾩	𣾩氵米水	水	水	氵米
𣾪	𣾪氵口水	水	水	氵口
𣾫	𣾫氵心水	水	水	氵心
𣾬	𣾬氵元水	水	水	氵元
𣾭	𣾭氵口水	水	水	氵口
𣾮	𣾮氵殳水	水	水	氵殳
𣾯	𣾯氵土水	水	水	氵土
𣾰	𣾰氵水水	水	水	氵水
𣾱	𣾱氵太水	水	水	氵太
𣾲	𣾲氵厷水	水	水	氵厷
𣾳	𣾳氵化水	水	水	氵化
𣾴	𣾴氵菐水	水	水	氵菐
𣾵	𣾵氵絕水	水	水	氵絕
𣾶	𣾶氵隊水	水	水	氵隊
𣾷	𣾷氵喬水	水	水	氵喬
𣾸	𣾸氵提水	水	水	氵提
𣾹	𣾹氵逸水	水	水	氵逸
𣾺	𣾺氵開水	水	水	氵開
𣾻	𣾻氵者水	水	水	氵者
𣾼	𣾼氵越水	水	水	氵越
𣾽	𣾽氵毛水	水	水	氵毛
𣾾	𣾾沙咅水	水	水	沙咅
𣾿	𣾿氵喂水	水	水	氵喂
𣿀	𣿀浦水水	水	水	浦水
𣿁	𣿁氵欠水	水	水	氵欠
𣿂	𣿂氵隋水	水	水	氵隋
𣿃	𣿃氵隅水	水	水	氵隅
𣿄	𣿄氵嵗水	水	水	氵嵗
𣿅	𣿅氵董水	水	水	氵董
𣿆	𣿆氵几水	水	水	氵几
𣿇	𣿇氵念水	水	水	氵念
𣿈	𣿈氵卒水	水	水	氵卒
𣿉	𣿉氵詣水	水	水	氵詣
𣿊	𣿊氵攵水	水	水	氵攵
𣿋	𣿋氵乎水	水	水	氵乎
𣿌	𣿌氵遏水	水	水	氵遏
𣿍	𣿍氵皿水	水	水	氵皿
𣿎	𣿎氵咸水	水	水	氵咸
𣿏	𣿏氵口水	水	水	氵口
𣿐	𣿐氵賊水	水	水	氵賊
𣿑	𣿑氵邑水	水	水	氵邑
𣿒	𣿒氵辛水	水	水	氵辛
𣿓	𣿓氵罪水	水	水	氵罪
𣿔	𣿔氵羊水	水	水	氵羊
𣿕	𣿕氵灬水	水	水	氵灬
𣿖	𣿖氵剽水	水	水	氵剽
𣿗	𣿗氵攵水	水	水	氵攵
𣿘	𣿘氵楊水	水	水	氵楊
𣿙	𣿙氵貝水	水	水	氵貝
𣿚	𣿚氵木水	水	水	氵木
𣿛	𣿛氵口水	水	水	氵口
𣿜	𣿜氵心水	水	水	氵心
𣿝	𣿝氵封水	水	水	氵封
𣿞	𣿞氵裏水	水	水	氵裏
𣿟	𣿟氵又水	水	水	氵又
𣿠	𣿠氵回水	水	水	氵回
𣿡	𣿡氵又水	水	水	氵又
𣿢	𣿢氵車水	水	水	氵車
𣿣	𣿣氵皿水	水	水	氵皿
𣿤	𣿤氵久水	水	水	氵久
𣿥	𣿥氵日水	水	水	氵日
𣿦	𣿦氵賈水	水	水	氵賈
𣿧	𣿧氵目水	水	水	氵目
𣿨	𣿨氵羊水	水	水	氵羊
𣿩	𣿩氵塋水	水	水	氵塋
𣿪	𣿪氵道水	水	水	氵道
𣿫	𣿫氵叠水	水	水	氵叠
𣿬	𣿬氵匯水	水	水	氵匯
𣿭	𣿭氵義水	水	水	氵義
𣿮	𣿮氵葵水	水	水	氵葵
𣿯	𣿯氵支水	水	水	氵支
𣿰	𣿰氵目水	水	水	氵目
𣿱	𣿱氵灬水	水	水	氵灬
𣿲	𣿲氵出水	水	水	氵出
𣿳	𣿳氵火水	水	水	氵火
𣿴	𣿴氵昜水	水	水	氵昜
𣿵	𣿵氵表水	水	水	氵表
𣿶	𣿶氵灬水	水	水	氵灬
𣿷	𣿷氵土水	水	水	氵土
𣿸	𣿸氵閙水	水	水	氵閙
𣿹	𣿹氵圓水	水	水	氵圓
𣿺	𣿺氵腰水	水	水	氵腰
𣿻	𣿻氵小水	水	水	氵小
𣿼	𣿼氵目水	水	水	氵目
𣿽	𣿽氵戔水	水	水	氵戔
𣿾	𣿾氵寄水	水	水	氵寄
𣿿	𣿿氵瓜水	水	水	氵瓜
𤀀	𤀀氵丂水	水	水	氵丂
𤀁	𤀁泉水水	水	水	泉水
𤀂	𤀂氵敬水	水	水	氵敬
𤀃	𤀃氵言水	水	水	氵言
𤀄	𤀄氵盟水	水	水	氵盟
𤀅	𤀅氵合水	水	水	氵合
𤀆	𤀆氵立水	水	水	氵立
𤀇	𤀇氵糸水	水	水	氵糸
𤀈	𤀈氵大水	水	水	氵大
𤀉	𤀉氵合水	水	水	氵合
𤀊	𤀊氵艮水	水	水	氵艮
𤀋	𤀋氵人水	水	水	氵人
𤀌	𤀌氵畺水	水	水	氵畺
𤀍	𤀍氵?水	水	水	氵?
𤀎	𤀎氵干水	水	水	氵干
𤀏	𤀏氵試水	水	水	氵試
𤀐	𤀐氵蒂水	水	水	氵蒂
𤀑	𤀑氵寗水	水	水	氵寗
𤀒	𤀒氵愈水	水	水	氵愈
𤀓	𤀓氵祿水	水	水	氵祿
𤀔	𤀔氵飲水	水	水	氵飲
𤀕	𤀕氵塞水	水	水	氵塞
𤀖	𤀖氵嵬水	水	水	氵嵬
𤀗	𤀗洗呂水	水	水	洗呂
𤀘	𤀘氵風水	水	水	氵風
𤀙	𤀙氵嗚水	水	水	氵嗚
𤀚	𤀚氵杀水	水	水	氵杀
𤀛	𤀛泥來水	水	水	泥來
𤀜	𤀜氵睛水	水	水	氵睛
𤀝	𤀝氵阝水	水	水	氵阝
𤀞	𤀞氵著水	水	水	氵著
𤀟	𤀟氵土水	水	水	氵土
𤀠	𤀠氵熙水	水	水	氵熙
𤀡	𤀡氵取水	水	水	氵取
𤀢	𤀢法空工	工	工	法空
𤀣	𤀣氵爰水	水	水	氵爰
𤀤	𤀤氵算水	水	水	氵算
𤀥	𤀥氵畀水	水	水	氵畀
𤀦	𤀦氵石水	水	水	氵石
𤀧	𤀧氵免水	水	水	氵免
𤀨	𤀨氵俞水	水	水	氵俞
𤀩	𤀩臣水水	水	水	臣水
𤀪	𤀪氵頗水	水	水	氵頗
𤀫	𤀫氵辛水	水	水	氵辛
𤀬	𤀬氵天水	水	水	氵天
𤀭	𤀭氵貝水	水	水	氵貝
𤀮	𤀮氵林水	水	水	氵林
𤀯	𤀯氵寸水	水	水	氵寸
𤀰	𤀰氵高水	水	水	氵高
𤀱	𤀱氵干水	水	水	氵干
𤀲	𤀲辛水水	水	水	辛水
𤀳	𤀳氵聞水	水	水	氵聞
𤀴	𤀴氵豕水	水	水	氵豕
𤀵	𤀵氵行水	水	水	氵行
𤀶	𤀶氵隹水	水	水	氵隹
𤀷	𤀷津育水	水	水	津育
𤀸	𤀸氵魚水	水	水	氵魚
𤀹	𤀹氵目水	水	水	氵目
𤀺	𤀺氵嘉水	水	水	氵嘉
𤀻	𤀻氵罙水	水	水	氵罙
𤀼	𤀼氵綠水	水	水	氵綠
𤀽	𤀽氵奇水	水	水	氵奇
𤀾	𤀾氵十水	水	水	氵十
𤀿	𤀿氵爽水	水	水	氵爽
𤁀	𤁀氵彰水	水	水	氵彰
𤁁	𤁁氵牛水	水	水	氵牛
𤁂	𤁂氵實水	水	水	氵實
𤁃	𤁃滿山水	水	水	滿山
𤁄	𤁄氵土水	水	水	氵土
𤁅	𤁅氵臺水	水	水	氵臺
𤁆	𤁆氵哀水	水	水	氵哀
𤁇	𤁇氵蓉水	水	水	氵蓉
𤁈	𤁈氵金水	水	水	氵金
𤁉	𤁉氵土水	水	水	氵土
𤁊	𤁊氵犮水	水	水	氵犮
𤁋	𤁋氵歴水	水	水	氵歴
𤁌	𤁌氵十水	水	水	氵十
𤁍	𤁍氵止水	水	水	氵止
𤁎	𤁎氵覃水	水	水	氵覃
𤁏	𤁏氵昔水	水	水	氵昔
𤁐	𤁐氵閣水	水	水	氵閣
𤁑	𤁑氵成水	水	水	氵成
𤁒	𤁒氵疑水	水	水	氵疑
𤁓	𤁓氵瑤水	水	水	氵瑤
𤁔	𤁔氵魁水	水	水	氵魁
𤁕	𤁕氵辣水	水	水	氵辣
𤁖	𤁖氵裸水	水	水	氵裸
𤁗	𤁗氵綿水	水	水	氵綿
𤁘	𤁘氵中水	水	水	氵中
𤁙	𤁙扒減水	水	水	扒減
𤁚	𤁚氵微水	水	水	氵微
𤁛	𤁛渚孕水	水	水	渚孕
𤁜	𤁜氵牛水	水	水	氵牛
𤁝	𤁝氵虫水	水	水	氵虫
𤁞	𤁞滿水水	水	水	滿水
𤁟	𤁟氵口水	水	水	氵口
𤁠	𤁠氵遙水	水	水	氵遙
𤁡	𤁡氵覃水	水	水	氵覃
𤁢	𤁢氵戈水	水	水	氵戈
𤁣	𤁣氵罷水	水	水	氵罷
𤁤	𤁤氵歎水	水	水	氵歎
𤁥	𤁥氵車水	水	水	氵車
𤁦	𤁦氵瓦水	水	水	氵瓦
𤁧	𤁧氵齒水	水	水	氵齒
𤁨	𤁨氵叟水	水	水	氵叟
𤁩	𤁩氵質水	水	水	氵質
𤁪	𤁪氵頁水	水	水	氵頁
𤁫	𤁫氵頁水	水	水	氵頁
𤁬	𤁬氵心水	水	水	氵心
𤁭	𤁭氵角水	水	水	氵角
𤁮	𤁮氵區水	水	水	氵區
𤁯	𤁯氵巤水	水	水	氵巤
𤁰	𤁰氵智水	水	水	氵智
𤁱	𤁱氵蔡水	水	水	氵蔡
𤁲	𤁲氵徹水	水	水	氵徹
𤁳	𤁳氵言水	水	水	氵言
𤁴	𤁴氵劇水	水	水	氵劇
𤁵	𤁵氵吕水	水	水	氵吕
𤁶	𤁶氵网水	水	水	氵网
𤁷	𤁷氵適水	水	水	氵適
𤁸	𤁸氵翏水	水	水	氵翏
𤁹	𤁹氵赤水	水	水	氵赤
